CAI Type,Entity name,Entity number,CMS number,FRN,Location ID,Street address,City,State or territory,Zip code,Longitude,Latitude,Explanation,Broadband Need,Broadband Availability
S,NATIVITY PARISH SCHOOL,76859,,,1119868121,3700 W 119TH ST,LEAWOOD,KS,66209,-94.62946276,38.91429809,,1000,
F,LEAWOOD POLICE DEPARTMENT,,,,1119868061,4201 Town Center Dr,Leawood,KS,66209,-94.6348842,38.91589815,,1000,
H,DISCOVER VISION CENTERS,,20242143,,1119868059,11500 GRANADA LANE,LEAWOOD,KS,66211,-94.63918473,38.91977854,,1000,1000
H,EYE CARE LLC,,1376003673,,1119868059,11500 GRANADA ST,LEAWOOD,KS,66211,-94.63918473,38.91977854,,1000,1000
F,DISCOVER VISION SURGERY & LASER CENTER LLC,,,,1119868058,11705 ROE AVENUE,Leawood,KS,66211,-94.63918473,38.91622229,,1000,
F,SKIN & MOHS SURGERY CENTER,,,,1119868014,11550 GRANADA ST,Leawood,KS,66206,-94.63911773,38.91906057,,1000,
H,DERMATOLOGY AND SKIN CANCER SPECIALISTS LLC,,1174722292,,1119868014,11550 GRANADA ST,LEAWOOD,KS,66211,-94.63911773,38.91906057,,1000,
H,CVS PHARMACY #08588,,19903143,,1119868013,11729 ROE AVE,LEAWOOD,KS,66211,-94.63747356,38.91498206,,1000,
H,MINUTECLINIC DIAGNOSTIC OF KANSAS PA,,1114222569,,1119868013,11729 ROE AVE,LEAWOOD,KS,66211,-94.63747356,38.91498206,,1000,
H,"ASSOCIATED PLASTIC SURGEONS, P.C.",,1225037732,,1119868012,11501 GRANADA ST,LEAWOOD,KS,66211,-94.63755657,38.91993756,,1000,
F,SUNRISE ASSISTED LIVING OF LEAWOOD,,,,1119868008,11661 GRANADA AVE,Leawood,KS,66211,-94.63890161,38.91818148,,1000,1000
H,FAIRWAY EYE CENTER IN LEAWOOD INC.,,1083100671,,1119868006,11707 ROE AVE,LEAWOOD,KS,66211,-94.63837865,38.91620129,,1000,
S,HYMAN BRAND HEBREW ACADEMY,76869,,2399007686,1119867978,5801 W 115TH ST,OVERLAND PARK,KS,66211,-94.65261208,38.9183214,,1000,
H,"RESEARCH NEUROSCIENCE INSTITUTE, LLC",,1194283457,,1119867931,5340 COLLEGE BLVD,OVERLAND PARK,KS,66211,-94.6468904,38.92880145,,1000,
H,VASCULAR ANESTHESIA ASSOCIATES PLLC,,1316018518,,1119867930,5320 COLLEGE BLVD,OVERLAND PARK,KS,66211,-94.64670649,38.92852642,,1000,10000
H,HEAD AND NECK SURGERY OF KANSAS CITY P A,,1003810896,,1119867925,5370 COLLEGE BLVD,OVERLAND PARK,KS,66211,-94.64776259,38.92829849,,1000,
F,CHILDREN'S MERCY SOUTH,,,,1119867922,5808 WEST 110TH STREET,Overland Park,KS,66212,-94.65303912,38.92983655,,1000,
H,CHILDREN'S MERCY SOUTH,,173300,,1119867922,5808 W 110TH STREET,OVERLAND PARK,KS,66211,-94.65303912,38.92983655,,1000,
H,THE CHILDREN'S MERCY HOSPITAL,,1073727269,,1119867922,5808 W 110TH ST,OVERLAND PARK,KS,66211,-94.65303912,38.92983655,,1000,
F,BMA OF LEAWOOD,,,,1119867920,11313 ASH ST,Leawood,KS,66211,-94.64726754,38.92202187,,1000,10000
F,SURGERY CENTER OF LEAWOOD LLC,,,,1119867919,11413 ASH STREET SUITE 100,Leawood,KS,66211,-94.64720654,38.92078064,,1000,10000
H,"COMPREHENSIVE FOOT CENTERS, P.A.",,1225690068,,1119867919,11413 ASH ST,LEAWOOD,KS,66211,-94.64720654,38.92078064,,1000,10000
H,LEAWOOD FAMILY EYE CARE PA,,1346341401,,1119867918,11305 ASH ST,LEAWOOD,KS,66211,-94.64737855,38.92243781,,1000,10000
H,REM ANESTHESIA LLC,,1073977898,,1119867915,11225 NALL AVE,LEAWOOD,KS,66211,-94.64817863,38.92381195,,1000,10000
H,KANSAS MEDICAL CLINIC PA,,1003219304,,1119867910,11301 NALL AVE,LEAWOOD,KS,66211,-94.64824564,38.92245781,,1000,
H,"LEAWOOD FAMILY CARE, PA",,1346341401,,1119867909,11301 ASH ST,LEAWOOD,KS,66211,-94.64725154,38.92295886,,1000,
H,SABATES EYE CENTERS PA,,1023670932,,1119867908,11261 NALL AVE,LEAWOOD,KS,66211,-94.64727354,38.92405207,,1000,
F,NOVAMED EYE SURGERY CENTER OF OVERLAND PARK,,,,1119867905,5520 COLLEGE BLVD,Overland Park,KS,66211,-94.6498907,38.9283874,,1000,
H,NOVAMED EYE SURGERY CENTER OF OVERLAND PARK LLC,,1013955053,,1119867905,5520 COLLEGE BLVD,OVERLAND PARK,KS,66211,-94.6498907,38.9283874,,1000,
H,THE CHILDREN'S MERCY HOSPITAL,,1093943060,,1119867905,5520 COLLEGE BLVD,OVERLAND PARK,KS,66211,-94.6498907,38.9283874,,1000,
H,COKINGTIN EYE CENTER PA,,1285883231,,1119867905,5520 COLLEGE BLVD,OVERLAND PARK,KS,66211,-94.6498907,38.9283874,,1000,
H,RETINA ASSOCIATES PA,,1073510962,,1119867904,6201 COLLEGE BLVD,OVERLAND PARK,KS,66211,-94.65633445,38.92669123,,1000,
H,BROOKDALE HOSPICE OVERLAND PARK,,171580,,1119867891,11111 NALL AVE,LEAWOOD,KS,66211,-94.64812867,38.92607089,,1000,
H,MIDWEST HEMORRHOID TREATMENT CENTER LLC,,1013229863,,1119867891,11111 NALL AVE,LEAWOOD,KS,66211,-94.64812867,38.92607089,,1000,
H,NEPHROLOGY ASSOCIATES MD PA,,1295867158,,1119867891,11111 NALL AVE,LEAWOOD,KS,66211,-94.64812867,38.92607089,,1000,
H,"SPECIALIZED HOSPICE, LLC",,171619,,1119867889,5401 COLLEGE BLVD,LEAWOOD,KS,66211,-94.64819067,38.92681187,,1000,
H,SPECIALIZED HOME CARE,,178111,,1119867889,5401 COLLEGE BLVD,LEAWOOD,KS,66211,-94.64819067,38.92681187,,1000,
H,MIDWEST PHYSICIAN SERVICES LLC,,1174555957,,1119867889,5401 COLLEGE BLVD,LEAWOOD,KS,66211,-94.64819067,38.92681187,,1000,
F,THE HEADACHE AND PAIN CENTER,,,,1119867856,4801 COLLEGE BLVD,Leawood,KS,66211,-94.64203902,38.92709037,,1000,10000
H,ASCENTIST PHYSICIANS GROUP LLC,,1316209364,,1119867856,4801 COLLEGE BLVD,LEAWOOD,KS,66211,-94.64203902,38.92709037,,1000,10000
F,DOCTORS HOSPITAL LLC,,,,1119867847,4901 COLLEGE,Leawood,KS,66211,-94.64366718,38.92707137,,1000,
H,DOCTORS HOSPITAL LLC,,170194,,1119867847,4901 COLLEGE BLVD,LEAWOOD,KS,66211,-94.64366718,38.92707137,,1000,
H,ASCENTIST PHYSICIANS GROUP LLC,,1033301510,,1119867847,4901 COLLEGE BLVD,LEAWOOD,KS,66211,-94.64366718,38.92707137,,1000,
H,METRO INFECTIOUS DISEASE CONSULTANTS LLC,,1164052015,,1119867798,4601 W 109TH ST,OVERLAND PARK,KS,66211,-94.63892361,38.92998756,,1000,
H,MENORAH MEDICAL GROUP LLC,,1407967110,,1119867779,4370 W 109TH ST,OVERLAND PARK,KS,66211,-94.63575139,38.93192276,,1000,
S,OTTAWA UNIVERSITY-KANSAS CITY,,,,1119867779,4370 W. 109th Street,OVERLAND PARK,KS,66211,-94.63575139,38.93192276,,1000,
F,COMPREHENSIVE HEALTH OF P P K M INC,,,,1119867772,4401 W 109TH ST,Overland Park,KS,66211,-94.6368014,38.93101177,,1000,
H,ASCEND HOSPICE,,171566,,1119867765,4550 W 109TH ST,OVERLAND PARK,KS,66211,-94.63856767,38.93127779,,1000,
H,DAVITA NALL DIALYSIS,,172555,,1119867724,10787 Nall Ave,Overland Park,KS,66211,-94.64646746,38.93310798,,1000,
H,MID-AMERICA CARDIOLOGY ASSOCIATES INC,,1033137906,,1119867724,10787 NALL AVE,OVERLAND PARK,KS,66211,-94.64646746,38.93310798,,1000,
H,JAYHAWK PRIMARY CARE INC,,1043235484,,1119867724,10787 NALL AVE,OVERLAND PARK,KS,66211,-94.64646746,38.93310798,,1000,
H,ALLERGY AND ASTHMA CARE PA,,1063518546,,1119867724,10787 NALL AVE,OVERLAND PARK,KS,66211,-94.64646746,38.93310798,,1000,
H,KANSAS CITY KIDNEY CONSULTANTS PA,,1083891535,,1119867724,10787 NALL AVE,OVERLAND PARK,KS,66211,-94.64646746,38.93310798,,1000,
H,OVERLAND PARK SURGICAL SPECIALTIES LLC,,1154359891,,1119867724,10787 NALL AVE,OVERLAND PARK,KS,66211,-94.64646746,38.93310798,,1000,
H,KANSAS UNIVERSITY PHYSICIANS INC,,1407186323,,1119867724,10787 NALL AVE,OVERLAND PARK,KS,66211,-94.64646746,38.93310798,,1000,
H,ADVANCED PHYSICAL THERAPY AND SPORTS REHABILITATION PA,,1366048621,,1119867723,10740 NALL AVE,OVERLAND PARK,KS,66211,-94.65241706,38.9333409,,1000,
F,HEARTLAND SURGICAL SPECIALTY HOSPITAL LLC,,,,1119867722,10720 NALL AVENUE,Overland Park,KS,66211,-94.65108492,38.93313298,,1000,
H,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,,1225299126,,1119867722,10720 NALL AVE,OVERLAND PARK,KS,66211,-94.65108492,38.93313298,,1000,
H,KANSAS UNIVERSITY PHYSICIANS INC,,1306040092,,1119867722,10720 NALL AVE,OVERLAND PARK,KS,66211,-94.65108492,38.93313298,,1000,
F,SOUTH KANSAS CITY SURGICAL CENTER LLC,,,,1119867721,10730 NALL AVE,Overland Park,KS,66211,-94.65207302,38.93284285,,1000,
H,ANESTHESIA ASSOCIATES OF KANSAS CITY PA,,1417579368,,1119867721,10730 NALL AVE,OVERLAND PARK,KS,66211,-94.65207302,38.93284285,,1000,
F,MID AMERICA REHABILITATION HOSPITAL,,,,1119867720,5701 W 110TH ST,Overland Park,KS,66211,-94.65148996,38.92896146,,1000,
H,MIDAMERICA REHABILITATION HOSPITAL,,173026,,1119867720,5701 W 110TH STREET,OVERLAND PARK,KS,66211,-94.65148996,38.92896146,,1000,
H,INPATIENT CONSULTANTS OF KANSAS PA,,1003843806,,1119867720,5701 W 110TH ST,OVERLAND PARK,KS,66211,-94.65148996,38.92896146,,1000,
H,UNITED MEDICAL GROUP LLC,,1043326887,,1119867720,5701 W 110TH ST,OVERLAND PARK,KS,66211,-94.65148996,38.92896146,,1000,
H,KANSAS UNIVERSITY PHYSICIANS INC,,1003825324,,1119867711,10700 NALL AVE,OVERLAND PARK,KS,66211,-94.64968478,38.93440801,,1000,
H,KANSAS UNIVERSITY PHYSICIANS INC,,1023214129,,1119867710,10790 NALL AVE,OVERLAND PARK,KS,66211,-94.64991271,38.93273784,,1000,10000
H,SIGNATURE MEDICAL GROUP OF KC PA,,1053557199,,1119867708,10701 NALL AVE,OVERLAND PARK,KS,66211,-94.64810163,38.93423709,,1000,
H,ALLIANCE RADIOLOGY PA,,1124113972,,1119867708,10701 NALL AVE,OVERLAND PARK,KS,66211,-94.64810163,38.93423709,,1000,
H,KANSAS CITY UROLOGY CARE PA,,1285038562,,1119867708,10701 NALL AVE,OVERLAND PARK,KS,66211,-94.64810163,38.93423709,,1000,
H,SHELDON FLEISHMAN DPM PA,,1396772703,,1119867708,10701 NALL AVE,OVERLAND PARK,KS,66211,-94.64810163,38.93423709,,1000,
H,HANGER PROSTHETICS & ORTHOTICS INC,,20225001,,1119867707,10777 NALL AVE,OVERLAND PARK,KS,66211,-94.64809562,38.93311698,,1000,
H,KANSAS UNIVERSITY PHYSICIANS INC,,1063765667,,1119867707,10777 NALL AVE,OVERLAND PARK,KS,66211,-94.64809562,38.93311698,,1000,
H,DICKSON DIVELEY MIDWEST ORTHOPAEDIC CLINIC LLC,,1215370648,,1119867707,10777 NALL AVE,OVERLAND PARK,KS,66211,-94.64809562,38.93311698,,1000,
H,DERMATOLOGY CONSULTANTS MIDWEST PA,,1376786780,,1119867707,10777 NALL AVE,OVERLAND PARK,KS,66211,-94.64809562,38.93311698,,1000,
H,BURLINGAME AND MOCK VISION ASSOCIAT,,20158731,,1119867646,11500 W 119TH ST,OVERLAND PARK,KS,66213,-94.71900172,38.91372194,,1000,1000
H,"BURLINGAME AND MOCK VISION ASSOCIATES, INC",,1336110808,,1119867646,11500 W 119TH ST,OVERLAND PARK,KS,66213,-94.71900172,38.91372194,,1000,1000
H,SLPT LLC,,1205006897,,1119867135,11036 OAKMONT ST,OVERLAND PARK,KS,66210,-94.73018983,38.92888145,,1000,10000
H,BODY GUITAR LLC,,1376530683,,1119867135,11040 OAKMONT ST,OVERLAND PARK,KS,66210,-94.73018983,38.92888145,,1000,10000
G,ROSANA SQUARE - OVERLAND PARK,,,,1119866641,7600 W 119TH ST,OVERLAND PARK,KS,66213,-94.67413923,38.91549011,,1000,
H,"PAUL W. ANDERSON, INC.",,1235477225,,1119866563,8216 W 113TH TER,OVERLAND PARK,KS,66210,-94.68067388,38.92353892,,1000,2000
H,HORIZON ORTHOTIC & PROSTHETIC EXPER,,20164473,,1119866264,11775 W 112TH ST,OVERLAND PARK,KS,66210,-94.72040686,38.92598616,,1000,10000
H,PURE LIFE RENAL OF OVERLAND PARK LLC,,172576,,1119866262,11661 College Blvd,Overland Park,KS,66210,-94.7198907,38.92706737,,1000,
H,KANSAS CITY KIDNEY SPECIALISTS,,1093770984,,1119866262,11661 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.7198907,38.92706737,,1000,
H,KC DIABETES AND ENDOCRINOLOGY PA,,1104268838,,1119866262,11661 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.7198907,38.92706737,,1000,
H,"AMMAR KHALIFA, M.D., L.L.C.",,1285603704,,1119866262,11661 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.7198907,38.92706737,,1000,
F,COLLEGE PARK FAMILY CARE CENTER PA,,,,1119866246,11725 W 112TH ST,Overland Park,KS,66210,-94.71915673,38.92619728,,1000,
H,OVERLAND PARK SURGICAL SPECIALTIES LLC,,1104813419,,1119866246,11725 W 112TH ST,OVERLAND PARK,KS,66210,-94.71915673,38.92619728,,1000,
H,TRUE HEALTH PA,,1194788331,,1119866239,11879 W 112TH ST,OVERLAND PARK,KS,66210,-94.72228404,38.9253281,,1000,
H,THOMPSON FAMILY VISION PA,,1366432361,,1119866233,11827 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.72165698,38.92660123,,1000,
H,FAITH HOSPICE CARE,,171610,,1119866211,11827 WEST 112TH STREET,OVERLAND PARK,KS,66210,-94.72123994,38.9253801,,1000,10000
H,CHIROPRACTIC TREATMENT CENTER PA,,1265523179,,1119866206,11791 W 112TH ST,OVERLAND PARK,KS,66210,-94.72026784,38.92524119,,1000,1000
H,"JOHNSON COUNTY IMAGING CENTER, INC",,1417299207,,1119866178,11717 W 112TH ST,OVERLAND PARK,KS,66210,-94.72024584,38.92660123,,1000,
H,HEART OF AMERICA EYE CARE PA,,20288535,,1119866054,10985 CODY ST,OVERLAND PARK,KS,66210,-94.72166298,38.93078264,,1000,1000
H,"HEART OF AMERICA EYE CARE, P.A.",,1376830604,,1119866054,10985 CODY ST,OVERLAND PARK,KS,66210,-94.72166298,38.93078264,,1000,1000
H,CENTERWELL HOME HEALTH,,177179,,1119866049,11600 COLLEGE BOULEVARD,OVERLAND PARK,KS,66210,-94.7198287,38.92787635,,1000,
S,RASMUSSEN UNIVERSITY - OVERLAND PARK,,,,1119866049,11600 College Boulevard,OVERLAND PARK,KS,66210,-94.7198287,38.92787635,,1000,
H,BARNABEI CHIROPRACTIC LLC,,1316358021,,1119865520,11081 ANTIOCH RD,OVERLAND PARK,KS,66210,-94.68576239,38.9283524,,1000,10000
H,SERC REHABILITATION PARTNERS LLC,,1275110165,,1119865511,11120 ANTIOCH RD,OVERLAND PARK,KS,66210,-94.68741256,38.92615128,,1000,10000
H,CARECONNEXT LLC,,1013483031,,1119865213,8400 W 110TH ST,OVERLAND PARK,KS,66210,-94.68039085,38.92972154,,1000,
H,ENSO THERAPY GROUP LLC,,1104157155,,1119865188,9200 INDIAN CREEK PKWY,OVERLAND PARK,KS,66210,-94.69202302,38.93269783,,1000,
H,MIDWEST HEALTHCARE SERVICES,,178094,,1119865186,8500 W 110TH ST,OVERLAND PARK,KS,66210,-94.68234005,38.92987255,,1000,
H,KINESPHERE PHYSICAL THERAPY LLC,,1245739127,,1119865167,10880 BENSON DR,OVERLAND PARK,KS,66210,-94.68893961,38.9313207,,1000,2000
S,JOHNSON COUNTY COMMUNITY COLLEGE,,,,1119865100,12345 College Blvd,OVERLAND PARK,KS,66210,-94.72877369,38.92448801,,1000,
F,BROOKDALE COLLEGE SQUARE,,,,1119865090,11000 OAKMONT AVE,Overland Park,KS,66210,-94.72933975,38.9303606,,1000,1000
H,DAVITA OVERLAND PARK DIALYSIS,,172571,,1119865087,12201 W 110th St,OVERLAND PARK,KS,66210,-94.72725654,38.92962753,,1000,10000
H,NEPHROLOGY ASSOCIATES MD PA,,1134123185,,1119865087,12201 W 110TH ST,OVERLAND PARK,KS,66210,-94.72725654,38.92962753,,1000,10000
H,CVS PHARMACY #08601,,19903113,,1119865077,12290 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.72839565,38.92858042,,1000,10000
H,MINUTECLINIC DIAGNOSTIC OF KANSAS PA,,1114222569,,1119865077,12290 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.72839565,38.92858042,,1000,10000
H,KANSAS UNIVERSITY PHYSICIANS INC,,1124393095,,1119865076,12000 W 110TH ST,OVERLAND PARK,KS,66210,-94.72644546,38.93056762,,1000,
H,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,,1013172253,,1119865071,12200 W 110TH ST,OVERLAND PARK,KS,66210,-94.72715153,38.93058862,,1000,
H,KANSAS UNIVERSITY PHYSICIANS INC,,1043262272,,1119865071,12200 W 110TH ST,OVERLAND PARK,KS,66210,-94.72715153,38.93058862,,1000,
H,KANSAS CITY ALLERGY AND ASTHMA ASSOCIATES P A,,1417408295,,1119864402,8675 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.68508932,38.92655722,,1000,
H,RESPONSIVE MANAGEMENT CLINIC INC,,1396160628,,1119863782,7501 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.67348416,38.92707837,,1000,
H,MID AMERICA PAIN CLINIC LLC,,1356371363,,1119863773,7100 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.66954577,38.9283974,,1000,
S,BAKER UNIVERSITY SCHOOL OF PROFESSIONAL AND GRADUATE STUDIES AND GRADUATE SCHOOL OF EDUCATION,,,,1119863765,7301 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.67177899,38.92704137,,1000,
H,HUNKELER EYE INSTITUTE PA,,1336808799,,1119863763,7950 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.67874069,38.92820249,,1000,
F,DELMAR GARDENS OF OVERLAND PARK,,,,1119863669,12100 W 109TH ST,Overland Park,KS,66210,-94.72738455,38.93174274,,1000,1000
H,DELMAR GARDENS OF OVERLAND PARK,,175182,,1119863669,12100 W 109TH STREET,OVERLAND PARK,KS,66210,-94.72738455,38.93174274,,1000,1000
H,LOUAY K. SABIH LLC,,1114684313,,1119863669,12100 W 109TH ST,OVERLAND PARK,KS,66210,-94.72738455,38.93174274,,1000,1000
H,JOY E CUEZZE MD LLC,,1134494750,,1119863669,12100 W 109TH ST,OVERLAND PARK,KS,66210,-94.72738455,38.93174274,,1000,1000
H,BARNES HEALTH CARE MANAGEMENT GROUP LLC,,1013911999,,1119863614,9393 W 110TH ST,OVERLAND PARK,KS,66210,-94.69459527,38.9283604,,1000,
H,EYE ASSOCIATES OF OVERLAND PARK PA,,1235554999,,1119863502,10120 W 119TH ST,OVERLAND PARK,KS,66213,-94.70277809,38.91498106,,1000,
H,OVERLAND PARK SURGICAL SPECIALTIES LLC,,1407843865,,1119863439,10100 W 119TH ST,OVERLAND PARK,KS,66213,-94.70168998,38.91383795,,1000,
S,INDIAN VALLEY ELEMENTARY,76868,,2399007686,1119863438,11600 Knox St.,Overland Park,KS,66210,-94.69915173,38.91907857,,1000,
H,TRADITIONS HEALTH,,178072,,1119862752,7500 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.67322314,38.92920159,,1000,
G,FEDERAL LEASED BUILDING,,,,1119862747,7600 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.67475629,38.92861743,,1000,10000
H,MIDWEST MEDICAL SPECIALISTS PA,,1043286750,,1119862425,8490 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.68202302,38.92780135,,1000,1000
H,WOUND INTEGRITY KANSAS PA,,1346899671,,1119862425,8500 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.68202302,38.92780135,,1000,1000
H,EPIPHANY DERMATOLOGY OF KANSAS LLC,,1245566629,,1119862416,8505 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.682839,38.92717038,,1000,10000
H,"REGIONAL IMAGING, LLC",,1225133812,,1119862415,8000 COLLEGE BLVD,OVERLAND PARK,KS,66210,-94.67958477,38.92792836,,1000,10000
H,MIDWEST PATHOLOGY ASSOCIATES LLC,,1134867526,,1119862404,8005 W 110TH ST,OVERLAND PARK,KS,66210,-94.6798127,38.92871144,,1000,10000
S,CHRIST LUTHERAN SCHOOL,17018449,,,1119862239,11720 NIEMAN RD,OVERLAND PARK,KS,66210,-94.71516733,38.91499106,,1000,
F,HOMESTEAD OF OVERLAND PARK,,,,1119862231,11701 NIEMAN ROAD,Overland Park,KS,66210,-94.71357817,38.91659122,,1000,
S,VALLEY PARK ELEMENTARY,76863,,2399007686,1119861343,12301 Lamar Ave.,Overland Park,KS,66209,-94.65731255,38.90511718,,1000,
H,BRAD STORM MD LLC,,1184273286,,1119861255,12701 METCALF AVE,OVERLAND PARK,KS,66213,-94.6668784,38.89726739,,1000,
H,AUBURN PHARMACY #110,,20262099,,1119860944,13351 MISSION RD,LEAWOOD,KS,66209,-94.62776259,38.8853721,,1000,1000
H,KANSAS CITY WOMENS CLINIC GROUP LLC,,1225663263,,1119860757,6730 W 121ST ST,OVERLAND PARK,KS,66209,-94.66329014,38.9073273,,1000,1000
H,"SUMMIT CARE, INC.",,1245575547,,1119860746,6731 W 121ST ST,OVERLAND PARK,KS,66209,-94.66571739,38.90748031,,1000,
H,FOUNDATIONAL CONCEPTS INC,,1033601174,,1119860744,6701 W 121ST ST,OVERLAND PARK,KS,66209,-94.66557337,38.90652222,,1000,10000
H,"ADVANCED SPORTS AND FAMILY CHIROPRACTIC, LLC",,1306325204,,1119860744,6701 W 121ST ST,OVERLAND PARK,KS,66209,-94.66557337,38.90652222,,1000,10000
H,"CONCERTO KANSAS, LLC",,172562,,1119860743,6740 W 121ST ST,OVERLAND PARK,KS,66209,-94.66398411,38.9073083,,1000,10000
H,PRIME HEALTHCARE PHYSICIAN SERVICES - PROVIDENCE INC,,1063183168,,1119860743,6740 W 121ST ST,OVERLAND PARK,KS,66209,-94.66398411,38.9073083,,1000,10000
H,WITH YOU IN MIND,,20268705,,1119860491,6220 W 126TH ST,OVERLAND PARK,KS,66209,-94.65942376,38.89996156,,1000,2000
H,SENTIENT PHYSICIANS PC,,1235236258,,1119859826,12417 HOWE DR,LEAWOOD,KS,66209,-94.62952877,38.90180675,,1000,5000
H,REMOTE NEUROMONITORING PHYSICIANS PC,,1396215414,,1119859826,12417 HOWE DR,LEAWOOD,KS,66209,-94.62952877,38.90180675,,1000,5000
H,ELITE SPORTS MEDICINE AND PHYSICAL THERAPY LC,,1114419306,,1119859743,12728 STATE LINE RD,LEAWOOD,KS,66209,-94.60856767,38.8963772,,1000,
H,"ADVANCED RADIOLOGY CONSULTANTS OF KANSAS CITY, PA",,1326792375,,1119859545,2417 W 127TH ST,LEAWOOD,KS,66209,-94.61635145,38.89857842,,1000,5000
H,UNITED IMAGING CONSULTANTS LLC,,1003346032,,1119859250,5721 W 119TH ST,LEAWOOD,KS,66209,-94.65158997,38.91049161,,1000,
H,MEDICAL GROUP OF KANSAS CITY LLC,,1033585609,,1119859250,5701 W 119TH ST,OVERLAND PARK,KS,66209,-94.65158997,38.91049161,,1000,
H,MENORAH MEDICAL GROUP LLC,,1043329147,,1119859250,5701 W 119TH ST,OVERLAND PARK,KS,66209,-94.65158997,38.91049161,,1000,
H,ASCENTIST PHYSICIANS GROUP LLC,,1215491121,,1119859250,5701 W 119TH ST,OVERLAND PARK,KS,66209,-94.65158997,38.91049161,,1000,
H,ROCKHILL WOMEN'S CARE INC,,1366169096,,1119859250,5701 W 119TH ST,OVERLAND PARK,KS,66209,-94.65158997,38.91049161,,1000,
H,MIDWEST HEART AND VASCULAR SPECIALISTS LLC,,1376549493,,1119859250,5701 W 119TH ST,OVERLAND PARK,KS,66209,-94.65158997,38.91049161,,1000,
H,TOWN PLAZA FAMILY PRACTICE LLC,,1417944430,,1119859250,5701 W 119TH ST,OVERLAND PARK,KS,66209,-94.65158997,38.91049161,,1000,
H,MID-AMERICA RHEUMATOLOGY CONSULTANTS,,1427104926,,1119859250,5701 W 119TH ST,OVERLAND PARK,KS,66209,-94.65158997,38.91049161,,1000,
F,VILLAGE SHALOM INC,,,,1119859219,5500 WEST 123RD STREET,Overland Park,KS,66209,-94.65133495,38.90699126,,1000,1000
H,VILLAGE SHALOM INC,,175441,,1119859219,5500 WEST 123RD ST,OVERLAND PARK,KS,66209,-94.65133495,38.90699126,,1000,1000
H,JOY E CUEZZE MD LLC,,1235131897,,1119859219,5500 W 123RD ST,OVERLAND PARK,KS,66209,-94.65133495,38.90699126,,1000,1000
H,MIDWEST ONCOLOGY ASSOCIATES LLC,,1073022059,,1119859159,12140 NALL AVE,OVERLAND PARK,KS,66209,-94.65211703,38.90957052,,1000,
H,STATLAND MEDICAL GROUP LLC,,1386043206,,1119859159,12140 NALL AVE,OVERLAND PARK,KS,66209,-94.65211703,38.90957052,,1000,
S,OVERLAND TRAIL MIDDLE,76867,,2399007686,1119858367,6201 W. 133rd St.,Overland Park,KS,66209,-94.65491721,38.88558612,,1000,
H,"CAVANAUGH EYE CENTER, PA",,1083686729,,1119858365,6200 W 135TH ST,OVERLAND PARK,KS,66223,-94.65645146,38.88419208,,1000,10000
H,THE CHILDREN'S MERCY HOSPITAL,,1154333664,,1119858361,6750 W 135TH ST,OVERLAND PARK,KS,66223,-94.66575139,38.88572814,,1000,
H,ACUITY VISION CENTER LLC,,1184039711,,1119858361,6932 W 135TH ST,OVERLAND PARK,KS,66223,-94.66575139,38.88572814,,1000,
F,VILLA ST JOSEPH,,,,1119858125,11901 ROSEWOOD DR,Overland Park,KS,66209,-94.64410623,38.91216688,,1000,1000
H,VILLA ST JOSEPH,,175183,,1119858125,11901 ROSEWOOD,OVERLAND PARK,KS,66209,-94.64410623,38.91216688,,1000,1000
H,JOY E CUEZZE MD LLC,,1396974408,,1119858125,11901 ROSEWOOD ST,OVERLAND PARK,KS,66209,-94.64410623,38.91216688,,1000,1000
H,"MARQUETTE PHYSICAL THERAPY, P.A.",,1063861110,,1119858053,13420 BRIAR DR,LEAWOOD,KS,66209,-94.64543436,38.8853111,,1000,10000
S,LEAWOOD ELEMENTARY,76860,,2399007686,1119857633,2400 W. 123rd St.,Leawood,KS,66209,-94.61444526,38.90827149,,1000,
S,LEAWOOD MIDDLE,76861,,2399007686,1119857633,2410 W. 123rd St.,Leawood,KS,66209,-94.61444526,38.90827149,,1000,
H,"CATALYST HEALTH CENTER, PA",,1265489520,,1119857546,12100 STATE LINE RD,LEAWOOD,KS,66209,-94.60844566,38.90825749,,1000,1000
F,ADS AMBULATORY SURGERY CTR,,,,1119857236,6901 W 121 ST,Overland Park,KS,66209,-94.66569038,38.90848741,,1000,10000
